review_text,cluster
It never works whenever you need it to. It always says something went wrong.,5.0
"Very slow. I have been waiting for so long for the transactions to proceed, i thought there is a problem with my internet connection but it turns out, it's all this app. Also, a lot of transactions failed even when there is no maintenance going on. And recently, i had to restart my phone and reinstall the app to recover my account. What a waste of time! Not recommended at all! I am planning on switching to other application",1.0
One star or zero star my ghad palagi di mkapg in agad sa apps... Nka pa inconvenience na araw araw sytem maintenance walang kwenta ang ticket ticker niyo!!!!!!,2.0
"Bring Back my money! I transfer my money from gcash to paymaya and grabpay,pero wala akong narecieve,nabawasan pera ko sa Gcash,Walang Notif! Help me with this! Kailangan ko yung pera! May 23,around 5am happened!",6.0
"magnanakaw ng laman ng gcash, hirap magload maryusep",3.0
"What the hell, you took my money out and failed to transfer it to my bank account! You want me to create a ticket which i did twice already! and you never sent me any ticket number! Whenever i ask for help on you chat VA it would ask for a ticket number!!! This is so stupid!",0.0
"It was good at first but now, I can't even log in to my account after restarting it. Keeps on saying ""Something Went Wrong""",3.0
Poor customer service. Bank transfer not reflecting sameday even if you paid a fee. No to Gcash. Go with Maya. Wala pang phone customer service AI chat lang. Bulok. Balik nyo pera ko,0.0
I can't open the app since yesterday. Yawa,2.0
"i have 397 gscore yesterday, but it drops to 350 today, why it still drops while im always using my gcash for transactions?",2.0
Always needs an update and it's so hassle. After updating still can't be use properly.,5.0
Too slow in verification process and the app itself is also slow,1.0
bank transfer issue until now not reflected on my bank account but was credited on my gcash account. No history of transaction and no email. ticket submitted but no reply.,3.0
This app always got broken it won't let us login it's been a week now and some people experienced losing money in the app.,0.0
"After the update ang hirap na gamitin, laging May mga features na d available 😑",6.0
To much problem about Gcash please fixed it,4.0
Slowest App Ever! Laging may error. Napaka unreliable pambayad sa mga groceries kasi nagfefail ang transaction pero nababawas sa funds. Ngayon naman di ako maka login.,5.0
Bulooook yung app niyo!!,2.0
This gcash was so helpful for us,5.0
"Before it was good, But in the past few months they are often doing the maintenance. It's like everyday there's a maintenance. I can't use it properly now specially when it's urgent.",0.0
Halos di na magamit ng ayos,6.0
If theres no star choice ill never give a star it sucks man waste of time and space in my phone cant use my gcash,6.0
Bakit di ako mka log in gcash ano na ....kailangan ko mag transact ngayon,0.0
"I don't recomment gcash for loading purposes, sometime their system is anoying, when you're about to buy load its un available then few minutes when you are already expire the loading system is good again, and at this moment no updates occurs. It's very anoying I ain't having fun of this. And of course paying bills is bulls**#t",2.0
It deserves one star🤬🤬🤬🤬🤬,3.0
"Another review from how common it is for the app to just not work and i can't even log in recently, seriously it's getting REALLY unreliable.",4.0
Ano ba gcash? Di na kita ma open simula Ng nakapag cash in ako. Huuuy!!!!!! Galaw galaw bolenyeroy kmo!! Alayun upaya it iyo system. 😡😡😡,1.0
"YAWA GCASH ANO NA!!! NGANONG DUGAY MAN KAYO MAKA LOGIN RON BISKAN OKAY MAN TANA ANG INTERNET, POTTAAAAAAA!!!!!!!!!!!!!!!!!",2.0
Di ako mka log in,3.0
Parang habang tumatagal nag kakaproblema na gcash,0.0
Consistently worst app,0.0
"Lagi naglukuluko di ma open Minsan ,lagi nalng uninstall install",4.0
Lagi nalang Hindi magamit Ng maayos😡😡,0.0
Useless help center. stupid Gigi. Cant fix a lot of issues,4.0
"Pay bills nice ezy,☺️☺️☺️",4.0
Why we have something went wrong how to fix this,2.0
Gcash what happen but so verry slow and need data load please action for improvement,4.0
Simpleng email verification di magawa ng maayos. Magsara na kayo.,2.0
My funds are missing. It's been 2 days now. I just really hope it'll be refunded.,6.0
Ambot GCASH yawa sge rag update sge rabag kaguba,2.0
Laging may trouble shooting pangit sa tuwing mag update.ayusin niyo ito!,4.0
bakit dko mabulsan ang aking GCASH??,5.0
"GCash is already notifying us to pay for our GCash loan but how can we pay if we can't access our GCash accounts. We can't open our accounts meaning we can't pay our bills. We already tried 3 phones and uninstalled & installed the app, clear cache but still can't access our accounts. What's happening with GCash?",2.0
"Need my money., Pls do something.",6.0
"Too many reported issues but it seems as if you're not trying to fix them. Load transactions always fail, unable to login, poor help center.",1.0
Worst wallet ever,3.0
Ok sya..mas pinadali para mkahuha ng pera pdala s pamilya,6.0
Hassle gamitin kung kailan KAILANGAN saka nag kaka problema,0.0
Putangg inaa nyooo sayang pera ko walang kwenta system nyong sobrang putang inaa,6.0
"very response to all costumer sana maayos na system,,,",2.0
yawa nga gcash,4.0
I can't open/access my Gcrypto!,4.0
Ang hirap nang iopen ang apps na to lagi nalanh something went wrong. Sana hindi nyu nalanh iupdate ang pangit ng puro update ngayon hindi mabuksan.,2.0
pls lets fix this apps asap,5.0
"Putang ina nyo ! Send a ticket lagi! Ni walang live agent ! May mga customer service agents ba talaga kayo? Super inconvenient! Mag sara na lang kayo Yung pera na dapat magagamit ko na agad sa business hindi ko makuha tangina nyo globe nakaka buwisit ang service nyo mabagal na internet , pasakit pa gcash nakaka pansisi gamitin!",2.0
Hirap mgconnect bagal ng customer care lagi may system glitch,0.0
"Very disappointing. Everytime I need to top up for load, gcash is not responding, worse, gcash app is so difficult to open recently, very discouraging",4.0
Why I can't get fully verified!? It's been a month since i pass the full details you ask,4.0
Vouchers should automatically reflect when paying instead of swiping first on A+ to get the code. It works on SHEIN so why not on foodpanda? Wasted my voucher purchase.,2.0
Super convenience.. ez pay and ez recieve!..thank you gcash especially the team and developer of this apps.,4.0
hahahaha pota tagal ma verified almost 2 weeks na po ang nakakalipas,0.0
Ilang araw nang ayaw mag open ng dalawang account ko pagkatapos kong mag update ng app at mag cash in ng pera! Ano na gcash? Learn to trouble shoot or try again or otp pin daw wala din naman nanagyayare? Ano gagawin? Wala din naman matulong help center na sinasab nyo jusko!!!!!!,4.0
Cant verify and takes too long to send authentication code. Also very laggy.,2.0
"I'm trying to register a new account and I can't when I enter the code it says ""Something went wrong"". Please fix this asap.",6.0
Not safe to put money in here.. no action made regarding my issue.. uninstall this!,1.0
solid. solid sa daming error,4.0
Why I can't Open GCrypto?,3.0
Unexpected Troubleshooting. Whyyyyy? I can't open nownmy Gcash 😡,2.0
Loading screen too long,4.0
I already verified my account but while waiting to get fully verified i suddenly cant open my account,3.0
G cash is veery good,4.0
"Frustrating. I used to log in using biometrics but I changed my # and now it asked me for an mpin that I didn't set so I don't know what to put. When I tried to reset, it asked me for 3 questions like what was my credit limit in which I don't even know. Now I can't use this app as it won't log me in.",1.0
Took 100 times to login. It always something went wrong,6.0
CERTIFIED BALDOG APP .THIS APP SUCKS,2.0
"gcash is getting too risky i didn't even do something to my account but still getting troubleshoot or need to submit a ticket i only open my gcash twice a week their service are getting poor, the verification making me furious",4.0
New update are so slow,6.0
Worst! Bakit laging may tech problem?! Paki ayos naman ng performance ninyo!,2.0
So hard to verify photo,3.0
Why there's a automatic subscription pay on my GCash even though I already delete all my payment method on my Google play. How can I fix this? Please help me to fix my problem about payment method there's a automatic subscription deduction pay.,0.0
"nagtransfer kami ng pera sa bank, walang resibo, walang reference number, wala lahat. nag deduct sa acct pero di pumasok sa bank. please don't download this app kung ayaw nio ma scam.",5.0
Im Happy user with this Gcash App but there's a thing sometime we got troubleshooting i can't log in or else it's under maintenance ..,4.0
one star only bcz until now im waiting my fully verryfied but it almost 8days now gcash said i resiev txt messge with in 7days. what happened im verry disappointed in this app until now im Waiting for nothing 😒😒😒,4.0
Customer Service is very very poor! Their hotline is 2882 but no one is answering. Any issue will usually take a month to be resolved. I will use Maya from now on.,4.0
"I can't log in, it always say submit a ticket and I've done it 3 times but I still cant log in.",4.0
i really hate this i cannot change my password when i need to pay arghh,6.0
"Badtrip gcash, everyday was malfunctioning the system. Submit ticket or not troubleshooting.",2.0
It dont log in my account im gonna report u,4.0
Buggy and slow app. Always havibg maintenance or issues when the time you want to use the app. It is annoying when you cant use your funds on time when you need your finds the most.,4.0
"Don't download if you don't want to waste money, gcash's system sucks for real!!!!",6.0
Bad very bad sevice,4.0
"Great experience but please fix some errors that might have been disturbing this app but still, it's great. Please also try fixing problems with this app.",0.0
Usahay dili masabtan kay mokalit rag ka log out.,3.0
May gcash account is hacked😠😠😠😠😠😥😥😥😥😥😥😥😠😠😠😠😠😠😠,1.0
Great app I esealy USE TO PAY MY BILL AND CASH OUT ANYTIME,1.0
I can't open my account. I update it just now then everytime I open the application it says that try again later. Please fix it ASAP I have important matters that I need to pay through gcash.,2.0
THERE'S SO MANY PROBLEMS. THEY ALWAYS SAY THEY ARE IN MAINTENANCE BUT MY MONEY NOT BACK TO MY ACCOUNT!!!,4.0
I cannot open my gcash. Mag send sana ako pera sa anak ko. Bakit ganyan. Pakiayos naman. Salamat,6.0
Dami niyong alam hindi ko makuha pera ko sa inyo. May pa ticket ticket pa kayng nalalaman.,5.0
Hindi ma open ang account ko nag submit ako ng ticket ang sabi within 2 hours ma opopen na dahil naka maintenance pa pag pasok ko ulit sobra na sa 2 hours hindi parin naoopen account ko,2.0
"Bakit di gumagana ung GCash apps nyo? Di ako maka login, at pinasubmit ako ng ticket, pero di prin ako makalogin.",6.0
Why i can't log in when i'm using data connection?,4.0
Lagi nalang sira.. Jusmiyo.,1.0
"PINAKA WORST. PALAGI KAYONG MAINTENANCE! ANG DAMING NAWALAN NG PERA SA ACCOUNT, PERO HINDI NYO MAGAWAN NG AKSYON! NGAYON ANG DAMING HINDI MKAPAGBUKAS NG ACCOUNT SA GCASH, PURO SUBMIT TICKET LANG ANG REPLY NYO!!! PERO WALA NAMAN KAYO SOLUSYON NA GINAGAWA!!! ANO NA GCASH!!! AYUS AYUSIN NYO!!!",2.0
WORST APPLICATION KEEP CRASHING MUCH BETTER TO USE MAYA THAN THIS APPLICATION,4.0
They took money from my account . I waited 1 hour to be connected me to an agent but they have the badest service without resolution to my concern they disconnected me.,1.0
